tweetid,root_tweetid,link_count
553539778088816641,553539778088816641,17
553540872986705920,553540872986705920,17
553540934118694912,553540934118694912,17
553542516772175873,553542516772175873,17
553544039241224194,553544039241224194,17
553548440563908611,553548440563908611,17
553560769246539776,553560769246539776,17
553563356339384322,553563356339384322,17
553567076728963073,553567076728963073,17
553581897792913408,553581897792913408,17
553582301003931648,553582301003931648,17
553590427216248832,553590427216248832,17
553590961486696448,553590961486696448,17
553591093498224640,553591093498224640,17
552786099899494400,552786099899494400,17
552791196247269378,552791196247269378,17
552791578893619200,552791578893619200,17
552805267990413312,552805267990413312,17
552810448324943872,552810448324943872,17
552810804186460161,552810804186460161,17
552833028201144320,552833028201144320,17
553137849663361024,553137849663361024,17
553461741917863936,553461741917863936,17
553491540535156736,553491540535156736,17
553500238246608896,553500238246608896,17
553531695480463360,553531695480463360,17
553535467065712640,553535467065712640,17
553536603998945280,553536603998945280,17
553536887349325825,553536887349325825,17
553538058440941568,553538058440941568,17
553544419602104320,553544419602104320,17
553561170637238272,553561170637238272,17
553587303172833280,553587303172833280,17
552791719272775680,552791719272775680,16
552800290861510656,552800290861510656,16
552805450350362625,552805450350362625,16
552807101442322432,552807101442322432,16
552807598966059008,552807598966059008,16
553899688190304258,552816062593761280,16
552822718115373057,552822718115373057,16
552822783311630336,552822783311630336,16
552823301899575296,552823301899575296,16
552827117663436801,552827117663436801,16
552827164677373952,552827164677373952,16
552829176018112513,552829176018112513,16
552830151650967552,552830151650967552,16
552832177138696192,552832177138696192,16
552832738542514176,552832738542514176,16
552833527444566016,552833527444566016,16
552834842837409793,552834842837409793,16
552836392678465537,552836392678465537,16
552836844560609281,552836844560609281,16
552838171323817984,552838171323817984,16
552838341843226624,552838341843226624,16
552840155728736256,552840155728736256,16
552841049467400192,552841049467400192,16
552845393541988352,552845393541988352,16
552849248182865920,552849248182865920,16
552850533523136513,552850533523136513,16
552851305023414272,552851305023414272,16
552851710880653312,552851710880653312,16
553098796108750848,553098796108750848,16
553106200242700289,553106200242700289,16
553110783761338368,553110783761338368,16
553111820786204672,553111820786204672,16
553115396006764544,553115396006764544,16
553126044375732224,553126044375732224,16
553144964168036352,553144964168036352,16
553147034707165185,553147034707165185,16
553149347777753088,553149347777753088,16
553152515701612544,553152515701612544,16
553163722378977282,553163722378977282,16
553166152344829952,553166152344829952,16
553170912129056770,553170912129056770,16
553170984824733698,553170984824733698,16
553171056589279233,553171056589279233,16
553176758166376450,553174338380517376,16
553175714128990208,553175714128990208,16
553184082277187585,553184082277187585,16
553185716218650624,553185716218650624,16
553186457121472512,553186457121472512,16
553186670871597056,553186670871597056,16
553190729447919616,553190729447919616,16
553198268436344832,553198268436344832,16
553200085132009475,553200085132009475,16
553205372719472640,553205372719472640,16
553205492458475520,553205492458475520,16
553209341520535552,553209341520535552,16
553214726629781505,553214726629781505,16
553215523602046976,553215523602046976,16
553220172925132800,553220172925132800,16
553222727700865025,553222727700865025,16
553227288859664384,553227288859664384,16
553229948153262081,553229948153262081,16
553480257747963905,553480257747963905,16
553480900869361664,553480900869361664,16
553509146730176513,553509146730176513,16
553545386082979841,553545386082979841,16
553547637832843264,553547637832843264,16
553555207410700289,553555207410700289,16
553555593034596352,553555593034596352,16
553556728651210753,553556728651210753,16
553558824720666628,553558824720666628,16
553570916907511809,553570916907511809,16
553573875528007680,553573875528007680,16
553578250186665984,553578250186665984,16
553580499395174400,553580499395174400,16
553587546614427649,553587546614427649,16
553590880352088064,553590880352088064,16
553590881371320323,553590881371320323,16
553591758899412993,553591758899412993,16
552784882687299584,552784882687299584,16
552793551231541249,552793551231541249,16
552809418417790976,552809418417790976,16
552831881847533568,552831881847533568,16
552834461478715392,552834461478715392,16
553478677359775744,553478677359775744,16
553485452943302656,553485452943302656,16
553487971497041920,553487971497041920,16
553495922639122432,553495922639122432,16
553551225560764416,553551225560764416,16
553554835203956736,553554835203956736,16
553558385048944640,553558385048944640,16
553578029751226369,553578029751226369,16
553587167394791424,553587167394791424,16
553590835850514433,553590835850514433,16
552789443644751872,552789443644751872,15
552796522904297472,552796522904297472,15
552796625467621376,552796625467621376,15
552805799106732032,552805799106732032,15
552805970536333314,552805970536333314,15
552807328287064065,552807328287064065,15
552810884029222912,552810884029222912,15
552814280471367680,552814280471367680,15
552816590463315968,552816590463315968,15
552822282733645824,552817293969739778,15
552820575752974336,552820575752974336,15
552820930419109888,552820930419109888,15
552821570423771136,552821570423771136,15
552822314157768704,552822314157768704,15
552824383816073216,552824383816073216,15
552862603743993857,552824742097719296,15
552826443965927425,552826443965927425,15
552829031075553281,552829031075553281,15
552829129356496896,552829129356496896,15
552829637215408128,552829637215408128,15
552829971631472640,552829971631472640,15
552834559297867778,552834559297867778,15
552836100814032896,552836100814032896,15
552836985493409792,552836985493409792,15
552837599304622080,552837599304622080,15
552838559393013760,552838559393013760,15
552842761565904896,552842761565904896,15
552844104418091008,552844104418091008,15
552844593046097920,552844593046097920,15
552845654637436928,552845654637436928,15
552845671477153793,552845671477153793,15
552847488571678720,552847488571678720,15
552848590373392384,552848590373392384,15
552849662991151104,552849662991151104,15
552850514132873217,552850514132873217,15
552851679905734657,552851679905734657,15
552978642968780800,552978642968780800,15
552981694979248128,552981694979248128,15
552982560146726912,552982560146726912,15
552982813671043072,552982813671043072,15
552984231748829184,552984231748829184,15
552985339011153920,552985339011153920,15
553099479381848064,553099479381848064,15
553105121526427649,553105121526427649,15
553113395487330304,553113395487330304,15
553118212813246464,553118212813246464,15
553123958602862593,553123958602862593,15
553129811850559488,553129811850559488,15
553131554743287808,553131554743287808,15
553132714446950400,553132714446950400,15
553137476135432194,553137476135432194,15
553140613051215873,553140613051215873,15
553141935482093568,553141935482093568,15
553158824979619840,553158824979619840,15
553159810179661826,553159810179661826,15
553163190138580992,553163190138580992,15
553163210715844608,553163210715844608,15
553164722380742656,553164722380742656,15
553172148085620738,553172148085620738,15
553175451506855936,553175451506855936,15
553194417239363584,553194417239363584,15
553196930768330753,553196930768330753,15
553204399439642624,553204399439642624,15
553212333867012096,553212333867012096,15
553214700155330560,553214700155330560,15
553215634864345088,553215634864345088,15
553229956830875650,553229956830875650,15
553476288103477249,553476288103477249,15
553478014785187840,553478014785187840,15
553480876315901953,553480876315901953,15
553487579077550082,553487579077550082,15
553493300242432000,553493300242432000,15
553498106588049408,553498106588049408,15
553503846258196480,553503846258196480,15
553511279235964928,553511279235964928,15
553531802347122689,553531802347122689,15
553543319423553537,553543319423553537,15
553543939517874176,553543939517874176,15
553548487225532416,553548487225532416,15
553559095798931456,553559095798931456,15
553563750230683650,553563750230683650,15
553567716414484481,553567716414484481,15
553570370192949248,553570370192949248,15
553570681619640320,553570681619640320,15
553572111441465344,553572111441465344,15
553584292090359808,553584292090359808,15
553586421626568704,553586421626568704,15
553586940856242178,553586940856242178,15
553587352086384640,553587352086384640,15
553590751888961536,553590751888961536,15
553591055833382913,553591055833382913,15
553591494255210497,553591494255210497,15
552792988376915969,552792988376915969,15
552797406094716929,552797406094716929,15
552807027781947393,552807027781947393,15
552817345887207425,552817345887207425,15
552821069036670976,552821069036670976,15
552838551071911936,552838551071911936,15
553176929411825664,553176929411825664,15
553197863971610624,553197863971610624,15
553233728030650368,553233728030650368,15
553470382129565696,553470382129565696,15
553476471470432256,553476471470432256,15
553484365012148225,553484365012148225,15
553495137314435072,553495137314435072,15
553547836517007360,553547836517007360,15
553557753558757376,553557753558757376,15
553580959661309952,553580959661309952,15
553588494661337089,553588494661337089,15
553589055116836864,553589055116836864,15
552787361437057024,552787361437057024,14
552791678881660928,552791678881660928,14
552805830677258240,552805830677258240,14
552805956619628544,552805956619628544,14
552807054268956673,552807054268956673,14
552810625873633280,552810625873633280,14
552813988644659200,552813988644659200,14
552814213081866240,552814213081866240,14
552815293349650433,552815293349650433,14
552815332931665921,552815332931665921,14
552815387759616000,552815387759616000,14
552818300041052160,552818300041052160,14
552818870281850881,552818870281850881,14
552821050145513472,552821050145513472,14
552827349667176448,552827349667176448,14
552827553493565441,552827553493565441,14
552828573896413185,552828573896413185,14
552830850279424001,552830850279424001,14
552832584045330432,552832584045330432,14
552836586191474689,552836586191474689,14
552837147305455616,552837147305455616,14
552837775498964992,552837775498964992,14
552842614555545600,552842614555545600,14
552844436460560384,552844436460560384,14
552845191003250688,552845191003250688,14
552846544320618496,552846544320618496,14
552847427410341890,552847427410341890,14
552848653980033025,552848653980033025,14
552851546384646145,552851546384646145,14
552982124274647042,552982124274647042,14
553115341338198016,553115341338198016,14
553145130354765824,553145130354765824,14
553146248652681217,553146248652681217,14
553147368913506304,553147368913506304,14
553151749008424960,553151749008424960,14
553152400832606208,553152400832606208,14
553152675014246400,553152675014246400,14
553157384714342400,553157384714342400,14
553162815402672128,553162815402672128,14
553169622762262529,553169622762262529,14
553172609211596800,553172609211596800,14
553177321218514944,553177321218514944,14
553182889379397632,553182889379397632,14
553185825065009153,553185825065009153,14
553189165509394432,553189165509394432,14
553196571194851328,553196571194851328,14
553213361350262784,553213361350262784,14
553218281705066496,553218281705066496,14
553218599390040065,553218599390040065,14
553220054184382465,553220054184382465,14
553227389061582848,553227389061582848,14
553228537084116993,553228537084116993,14
553465105028222976,553465105028222976,14
553469263650906112,553469263650906112,14
553481963864993792,553481963864993792,14
553500932521336832,553500932521336832,14
553527807771308034,553527807771308034,14
553532452472238080,553532452472238080,14
553535642848989184,553535642848989184,14
553540580912156672,553540580912156672,14
553540719714271233,553540719714271233,14
553546551709409280,553546551709409280,14
553547659404148736,553547659404148736,14
553551435762503681,553551435762503681,14
553555705945288704,553555705945288704,14
553561169923829760,553561169923829760,14
553566870750908418,553566870750908418,14
553578243173781505,553578243173781505,14
553583376398319617,553583376398319617,14
553589610014867456,553589610014867456,14
553590463354380288,553590463354380288,14
553591049541914624,553591049541914624,14
553591679341842432,553591679341842432,14
552790742700417024,552790742700417024,14
552790824971677696,552790824971677696,14
552796091255894016,552796091255894016,14
552798654495354880,552798654495354880,14
552802606696136705,552802606696136705,14
552806937470201856,552806937470201856,14
552807834434699264,552807834434699264,14
552816302780579840,552816302780579840,14
552848620375261184,552848620375261184,14
552979279039197186,552979279039197186,14
552991544731774976,552991544731774976,14
553164985460068352,553164985460068352,14
553486796534054912,553486796534054912,14
553501357156876290,553501357156876290,14
553535430788780032,553535430788780032,14
553541776854634496,553541776854634496,14
553544252563935234,553544252563935234,14
553544694765215745,553544694765215745,14
553545906155712512,553545906155712512,14
553585504093224962,553585504093224962,14
553587225901154304,553587225901154304,14
553588012752568321,553588012752568321,14
553590653784195072,553590653784195072,14
552789252690706432,552789252690706432,13
552789583260577792,552789583260577792,13
552791332935434242,552791332935434242,13
552793409438904321,552793409438904321,13
552797828977029120,552797828977029120,13
552804301316579330,552804301316579330,13
552806610490646528,552806610490646528,13
552810287695659009,552810287695659009,13
552811319079227393,552811319079227393,13
552811354323963904,552811354323963904,13
552811606640721921,552811606640721921,13
552812098057936896,552812098057936896,13
552812475134275584,552812475134275584,13
552816539175763969,552816539175763969,13
552817675408523264,552817675408523264,13
552817785949396992,552817785949396992,13
552820331204055041,552820331204055041,13
552821573946982401,552821573946982401,13
552821659103940608,552821659103940608,13
552825211654246401,552825211654246401,13
552825236715208707,552825236715208707,13
552826270866616320,552826270866616320,13
552829396265230336,552829396265230336,13
552830521340723200,552830521340723200,13
552833483325059072,552833483325059072,13
552836775191019520,552836775191019520,13
552839190921351168,552839190921351168,13
552843285468020736,552843285468020736,13
552845868932800512,552845868932800512,13
552847218403581953,552847218403581953,13
552847627319259137,552847627319259137,13
552848653132767232,552848653132767232,13
552850925510225920,552850925510225920,13
552982635178635265,552982635178635265,13
552984511051751425,552984511051751425,13
553096978788515840,553096978788515840,13
553106334607228928,553106334607228928,13
553106714682462209,553106714682462209,13
553120696910364673,553120696910364673,13
553136237083889664,553136237083889664,13
553145755079569408,553145755079569408,13
553151506556653568,553151506556653568,13
553163344577064960,553163344577064960,13
553171841913602048,553171841913602048,13
553173654121742336,553173654121742336,13
553174338380517376,553174338380517376,13
553177822312013825,553177822312013825,13
553181386069143552,553181386069143552,13
553192641328734208,553192641328734208,13
553196263064498176,553196263064498176,13
553198107278987264,553198107278987264,13
553203538579701760,553203538579701760,13
553216460164968449,553216460164968449,13
553228535511650305,553228535511650305,13
553468593141469184,553468593141469184,13
553490160344502273,553490160344502273,13
553491005971132416,553491005971132416,13
553513473561624576,553496697918468096,13
553542245966958592,553542245966958592,13
553542282100871168,553542282100871168,13
553542337553764352,553542337553764352,13
553542784800792577,553542784800792577,13
553551148280729602,553551148280729602,13
553566644006817792,553566644006817792,13
553575302392455169,553575302392455169,13
553587542067773440,553587542067773440,13
553591980748734464,553591980748734464,13
552790371848040449,552790371848040449,13
552803839490150400,552803839490150400,13
552806309540528128,552806309540528128,13
552807528070131712,552807528070131712,13
552808071387701248,552808071387701248,13
552829386773516290,552829386773516290,13
552985855854661633,552985855854661633,13
553115168084074497,553115168084074497,13
553501773517033472,553501773517033472,13
553505242554175489,553505242554175489,13
553541988490825728,553541988490825728,13
553563668169125889,553563668169125889,13
552786340958715904,552786340958715904,12
552794514424102913,552794514424102913,12
552796619104866304,552796619104866304,12
552804962158514176,552804962158514176,12
552806077755326464,552806077755326464,12
552806624046641153,552806624046641153,12
552810166744547328,552810166744547328,12
552812572731527168,552812572731527168,12
552813155572006912,552813155572006912,12
552815017402589184,552815017402589184,12
552817783910961152,552817783910961152,12
552818922798727168,552818922798727168,12
552818988468944897,552818988468944897,12
552819064301961216,552819064301961216,12
552819316702199811,552819316702199811,12
552819350504493057,552819350504493057,12
552821730100924417,552821730100924417,12
552821977061556225,552821977061556225,12
552824162969210880,552824162969210880,12
552825083941879808,552825083941879808,12
552826580741795840,552826580741795840,12
552827008800280576,552827008800280576,12
552827819521085441,552827819521085441,12
552838670428827648,552830781656428544,12
552832169496694786,552832169496694786,12
552832291601674240,552832291601674240,12
552833197084778496,552833197084778496,12
552833658017824768,552833658017824768,12
552835221859483649,552835221859483649,12
552836854085459968,552836854085459968,12
552837655105658880,552837655105658880,12
552838324977545216,552838324977545216,12
552838479844216833,552838479844216833,12
552839416620658688,552839416620658688,12
552839800433410049,552839800433410049,12
552840037642297345,552840037642297345,12
552843303067340801,552841477819473920,12
552842814061424640,552842814061424640,12
552849968546213888,552849968546213888,12
552851629624803328,552851629624803328,12
552978435090681856,552978435090681856,12
552983656231628800,552983656231628800,12
553096943455727617,553096943455727617,12
553099800951136256,553099800951136256,12
553102562665050112,553102562665050112,12
553105208008773632,553105208008773632,12
553108242856177664,553108242856177664,12
553126072905383936,553126072905383936,12
553127086706397185,553127086706397185,12
553128245420257280,553128245420257280,12
553144428584398850,553144428584398850,12
553145137086607360,553145137086607360,12
553145847974608896,553145422097969152,12
553147341470203906,553147341470203906,12
553148970651107329,553148970651107329,12
553155289235881984,553155289235881984,12
553161912968417280,553161912968417280,12
553162459885096962,553162459885096962,12
553178273895956480,553178273895956480,12
553215204839153665,553186026811039745,12
553199664720543744,553199664720543744,12
553215383256432640,553215383256432640,12
553219651594125312,553219651594125312,12
553221281181859841,553221281181859841,12
553224215676354560,553224215676354560,12
553226479904231424,553226479904231424,12
553226624976420864,553226624976420864,12
553227258782306304,553227258782306304,12
553233130275221504,553233130275221504,12
553473369539366912,553473369539366912,12
553492305521672192,553492305521672192,12
553508524320653312,553508524320653312,12
553523303453696001,553523303453696001,12
553526776878469121,553526776878469121,12
553535127822032896,553534934447824896,12
553535227214438400,553535227214438400,12
553535468290453504,553535468290453504,12
553541838494515200,553541838494515200,12
553568095978401793,553568095978401793,12
553574709669814272,553574709669814272,12
553576648973377537,553576648973377537,12
553579715014172673,553579715014172673,12
553581227165642752,553581227165642752,12
553583108105441281,553583108105441281,12
553586510260629505,553586510260629505,12
553586523338440704,553586523338440704,12
553588326578417664,553588326578417664,12
553591315515310081,553591315515310081,12
553591736598269952,553591736598269952,12
552786818853113857,552786818853113857,12
552800045096259584,552800045096259584,12
552805488631758849,552805488631758849,12
552805596198871040,552805596198871040,12
552820736490889216,552820736490889216,12
552834961762709505,552834961762709505,12
552978476605923328,552978476605923328,12
552982443511144448,552982443511144448,12
553017543330648064,553017543330648064,12
553121732387946496,553121732387946496,12
553136604882014208,553136604882014208,12
553184643055644674,553184643055644674,12
553186555150749696,553186555150749696,12
553474188259102720,553474188259102720,12
553475430897156096,553475430897156096,12
553505371290357761,553505371290357761,12
553529796601585664,553529796601585664,12
553531413459660800,553531413459660800,12
553540739058376704,553540739058376704,12
553555979238129664,553555979238129664,12
553556643456507904,553556643456507904,12
553576010898497536,553576010898497536,12
553588178687655936,553588178687655936,12
552788007603142656,552788007603142656,11
552800222553079809,552800222553079809,11
552801894092275712,552801894092275712,11
552801979861598208,552801979861598208,11
552807832257835008,552807832257835008,11
552809902956367872,552809902956367872,11
552810477940932609,552810477940932609,11
552812811651272705,552812811651272705,11
552812951208722432,552812951208722432,11
552816010752167936,552816010752167936,11
552816497740251136,552816497740251136,11
552816561514635264,552816561514635264,11
552819936343883776,552819936343883776,11
552903907551502337,552819936343883776,11
552822076676255744,552822076676255744,11
552822887988883457,552822887988883457,11
552826540426547201,552823108537954306,11
552823198484819969,552823198484819969,11
552823427862908928,552823427862908928,11
552823940440403968,552823940440403968,11
552824456557887488,552824456557887488,11
552825664307744769,552825664307744769,11
552827848734830592,552827848734830592,11
552830433688571904,552830433688571904,11
552831524002103297,552831524002103297,11
552831761957523456,552831761957523456,11
552833268362772481,552833268362772481,11
552836695754678273,552836695754678273,11
552836829234614272,552836829234614272,11
552839518974660608,552839518974660608,11
552840740007866368,552840740007866368,11
552841684485414914,552841684485414914,11
552842342143905794,552842342143905794,11
552844100224172034,552844100224172034,11
552849585899462659,552849585899462659,11
552851189675470849,552851189675470849,11
552979466050613248,552979466050613248,11
553101858013581313,553101858013581313,11
553117857609809920,553117857609809920,11
553127632947396609,553127632947396609,11
553139285717950465,553139285717950465,11
553145603665186816,553145603665186816,11
553148984509100032,553148984509100032,11
553149508637708288,553149508637708288,11
553151980928262144,553151980928262144,11
553155988917075968,553155988917075968,11
553174536028303360,553174536028303360,11
553174713061892097,553174713061892097,11
553177833686589440,553177833686589440,11
553185404657352704,553185404657352704,11
553189840913989633,553189840913989633,11
553196953480495105,553196953480495105,11
553201523577331712,553201523577331712,11
553210869010935808,553210869010935808,11
553213740137467907,553213740137467907,11
553218001181605889,553218001181605889,11
553230614712033283,553230614712033283,11
553231667523883009,553231667523883009,11
553232531827740672,553232531827740672,11
553479401296625664,553479401296625664,11
553487625815064576,553487625815064576,11
553491924015783936,553491924015783936,11
553501469388058626,553501469388058626,11
553506337121107968,553506337121107968,11
553525347266740226,553525347266740226,11
553529789794250753,553529789794250753,11
553537322218553344,553537322218553344,11
553537460920389633,553537460920389633,11
553541601482784768,553541601482784768,11
553549680538578944,553549680538578944,11
553550030553243650,553550030553243650,11
553553112456499200,553553112456499200,11
553554032745525249,553554032745525249,11
553562569169199104,553562569169199104,11
553567850301231106,553567850301231106,11
553569333150896129,553569333150896129,11
553575450329378816,553575450329378816,11
553585447235223552,553585447235223552,11
553589869810028544,553589869810028544,11
553591548613386241,553591548613386241,11
552789521646247936,552789521646247936,11
552791182670327808,552791182670327808,11
552801438821515264,552801438821515264,11
552806757672964097,552806757672964097,11
552822434639126528,552822434639126528,11
553110339236409346,553110339236409346,11
553136565296582657,553136565296582657,11
553136845589319680,553136845589319680,11
553139203320860672,553139203320860672,11
553160652567498752,553160652567498752,11
553486529231089664,553486529231089664,11
553521417598550016,553521417598550016,11
553536236493615104,553536236493615104,11
553542565593878528,553542565593878528,11
553555600911925249,553555600911925249,11
553572754746638337,553572754746638337,11
553574345235103746,553574345235103746,11
553579224402235393,553579224402235393,11
553588946039746560,553588946039746560,11
552787144373460992,552787144373460992,10
552797729504886784,552797729504886784,10
552801667855695873,552801667855695873,10
552802714816905216,552802714816905216,10
552804491821854720,552804491821854720,10
552805069956329472,552805069956329472,10
552806056154644480,552806056154644480,10
552807013764575232,552807013764575232,10
552808135006887937,552808135006887937,10
552812140479148032,552812140479148032,10
552813011803836416,552813011803836416,10
552814460193476609,552814460193476609,10
552814845016694786,552814845016694786,10
552815712327454720,552815712327454720,10
552816288612225024,552816288612225024,10
552817711617552385,552817711617552385,10
552819649599897601,552819649599897601,10
552821030117711872,552821030117711872,10
552826998624878594,552822330141851649,10
552822544341139458,552822544341139458,10
552822873773993984,552822873773993984,10
552824163841638400,552824163841638400,10
552825303341740032,552825303341740032,10
552827981069291520,552827981069291520,10
552828280806850561,552828280806850561,10
552830862585503746,552830862585503746,10
552831197420994560,552831197420994560,10
552832142397296641,552832142397296641,10
552833236389199874,552833236389199874,10
552833795142209536,552833795142209536,10
552834732325879809,552834732325879809,10
552834996265054208,552834996265054208,10
552835339325558785,552835339325558785,10
552835988540895232,552835988540895232,10
552836204283326465,552836204283326465,10
552837190360006657,552837190360006657,10
